対局日,期,棋戦,備考,ブロック,回戦,局,先手の勝敗,先手,後手,後手の勝敗,千日手,放送日
2024-11-22,,棋聖戦,一次予選,,,,●,千葉幸生,杉本和陽,○,,
2024-11-22,,朝日杯,二次予選,,,,●,山崎隆之,豊島将之,○,,
2024-11-22,,朝日杯,二次予選,,,,○,井田明宏,大石直嗣,●,,
2024-11-22,,朝日杯,二次予選,,,,●,豊島将之,井田明宏,○,,
2024-11-22,,新人戦,,,,,○,小窪碧,廣森航汰,●,,
2024-11-22,33,銀河戦,本戦,E,3,,●,牧野光則,佐藤紳哉,○,,2025-03-13
2024-11-22,33,銀河戦,本戦,E,4,,○,佐藤紳哉,高田明浩,●,,2025-04-10
2024-11-24,,JT杯,決勝,,,,●,広瀬章人,渡辺明,○,,
2024-11-25,10,叡王戦,予選,,,,●,高野秀行,伊藤真吾,○,,
2024-11-25,10,叡王戦,予選,,,,○,本田奎,村田顕弘,●,,
2024-11-25,10,叡王戦,予選,,,,●,伊藤真吾,本田奎,○,,
2024-11-25,,王座戦,一次予選,,,,○,阿部光瑠,田村康介,●,,
2024-11-25,,王座戦,一次予選,,,,○,長谷部浩平,先崎学,●,,
2024-11-25,,王座戦,一次予選,,,,○,杉本和陽,佐藤和俊,●,,
2024-11-25,74,王将戦,プレーオフ,,,,●,西田拓也,永瀬拓矢,○,,
2024-11-25,,棋聖戦,二次予選,,,,○,中村太地,三枚堂達也,●,,
2024-11-25,,棋聖戦,一次予選,,,,○,八代弥,勝又清和,●,,
2024-11-25,,棋聖戦,一次予選,,,,●,岡部怜央,八代弥,○,,
2024-11-25,,新人戦,,,,,○,田中大貴,片山史龍,●,,
2024-11-26,10,叡王戦,予選,,,,●,高橋佑二郎,谷合廣紀,○,,
2024-11-26,10,叡王戦,予選,,,,●,横山友紀,徳田拳士,○,,
2024-11-26,10,叡王戦,予選,,,,●,谷合廣紀,徳田拳士,○,,
2024-11-26,,王座戦,一次予選,,,,○,井出隼平,瀬川晶司,●,,
2024-11-26,,王座戦,一次予選,,,,●,柵木幹太,狩山幹生,○,,
2024-11-26,,王座戦,一次予選,,,,○,池永天志,南芳一,●,,
2024-11-26,,朝日杯,二次予選,,,,●,片上大輔,羽生善治,○,,
2024-11-26,,朝日杯,二次予選,,,,○,岡部怜央,佐藤康光,●,,
2024-11-26,,朝日杯,二次予選,,,,●,羽生善治,岡部怜央,○,,
2024-11-26,,新人戦,,,,,○,宮田大暉,炭崎俊毅三段,●,,
2024-11-26,33,銀河戦,本戦,F,3,,○,高野智史,山川泰熙,●,,2025-03-18
2024-11-26,33,銀河戦,本戦,F,4,,○,冨田誠也,高野智史,●,,2025-04-15
2024-11-26,33,銀河戦,本戦,G,4,,○,佐々木大地,村田顕弘,●,,2025-04-17
2024-11-27,10,叡王戦,予選,,,,○,久保利明,深浦康市,●,,
2024-11-27,10,叡王戦,予選,,,,●,久保利明,木村一基,○,,
2024-11-27,10,叡王戦,予選,,,,○,西川和宏,長岡裕也,●,,
2024-11-27,10,叡王戦,予選,,,,○,黒沢怜生,西川和宏,●,,
2024-11-27,,王位戦,予選,,,,○,古賀悠聖,高田明浩,●,,
2024-11-27,,王座戦,一次予選,,,,○,阿部隆,齊藤裕也,●,,
2024-11-27,,棋聖戦,二次予選,,,,○,稲葉陽,北浜健介,●,,
2024-11-27,,新人戦,,,,,●,桐山大翔,山口裕誠,○,,
2024-11-27,,新人戦,,,,,●,吉田桂悟,宮原暁月,○,,
2024-11-27,,新人戦,,,,,○,山下数毅,村田楽,●,,
2024-11-27,37,竜王戦,七番勝負,,,5,○,藤井聡太,佐々木勇気,●,,
2024-11-27,33,銀河戦,本戦,D,3,,●,小林裕士,梶浦宏孝,○,,2025-03-11
2024-11-27,33,銀河戦,本戦,D,4,,○,梶浦宏孝,窪田義行,●,,2025-04-08
2024-11-27,33,銀河戦,本戦,D,5,,●,梶浦宏孝,出口若武,○,,2025-05-06
2024-11-28,83,順位戦,B級1組,,9,,●,三浦弘行,高見泰地,○,,
2024-11-28,83,順位戦,B級1組,,9,,○,広瀬章人,大石直嗣,●,,
2024-11-28,83,順位戦,B級1組,,9,,○,近藤誠也,斎藤慎太郎,●,,
2024-11-28,83,順位戦,B級1組,,9,,○,大橋貴洸,山崎隆之,●,,
2024-11-28,83,順位戦,B級1組,,9,,●,糸谷哲郎,石井健太郎,○,,
2024-11-28,83,順位戦,B級1組,,9,,○,羽生善治,澤田真吾,●,,
2024-11-28,,王位戦,予選,,,,●,佐藤天彦,永瀬拓矢,○,,
2024-11-28,,王位戦,予選,,,,●,阿部健治郎,丸山忠久,○,,
2024-11-28,,王座戦,一次予選,,,,●,飯島栄治,高野秀行,○,,
2024-11-28,,王座戦,一次予選,,,,●,渡辺大夢,西山朋佳,○,,
2024-11-28,,朝日杯,二次予選,,,,●,杉本和陽,森内俊之,○,,
2024-11-28,,朝日杯,二次予選,,,,●,佐々木大地,阿久津主税,○,,
2024-11-28,,朝日杯,二次予選,,,,○,阿久津主税,森内俊之,●,,
2024-11-28,,朝日杯,二次予選,,,,○,服部慎一郎,谷川浩司,●,,
2024-11-28,,朝日杯,二次予選,,,,○,石川優太,菅井竜也,●,,
2024-11-28,,朝日杯,二次予選,,,,●,石川優太,服部慎一郎,○,,
2024-11-28,,新人戦,,,,,○,古井丈大,是枝直樹,●,,
2024-11-28,33,銀河戦,本戦,B,4,,○,藤本渚,佐藤慎一,●,,2025-04-01
2024-11-28,33,銀河戦,本戦,B,5,,●,佐藤和俊,藤本渚,○,,2025-04-29
2024-11-29,,朝日杯,二次予選,,,,○,渡辺明,高野智史,●,,
2024-11-29,,朝日杯,二次予選,,,,●,渡辺和史,中村太地,○,,
2024-11-29,,朝日杯,二次予選,,,,●,中村太地,渡辺明,○,,
2024-11-29,33,銀河戦,本戦,C,4,,○,岡部怜央,野月浩貴,●,,2025-04-03
2024-11-29,33,銀河戦,本戦,C,5,,○,岡部怜央,西田拓也,●,,2025-05-01
2024-12-02,,王座戦,一次予選,,,,●,富岡英作,森下卓,○,,
2024-12-02,,棋王戦,挑決トーナメント,,,,○,増田康宏,近藤誠也,●,,
2024-12-02,74,NHK杯,本戦,,3,6,○,梶浦宏孝,横山泰明,●,,2025-01-12
2024-12-02,74,NHK杯,本戦,,3,7,●,渡辺明,佐藤康光,○,,2025-01-19
2024-12-03,83,順位戦,A級,,6,,●,稲葉陽,豊島将之,○,,
2024-12-03,83,順位戦,C級1組,,7,,○,斎藤明日斗,野月浩貴,●,,
2024-12-03,83,順位戦,C級1組,,7,,○,窪田義行,飯島栄治,●,,
2024-12-03,83,順位戦,C級1組,,7,,○,千葉幸生,真田圭一,●,,
2024-12-03,83,順位戦,C級1組,,7,,○,阿部健治郎,宮田敦史,●,,
2024-12-03,83,順位戦,C級1組,,7,,○,西尾明,出口若武,●,千日手,
2024-12-03,83,順位戦,C級1組,,7,,●,片上大輔,西田拓也,○,,
2024-12-03,83,順位戦,C級1組,,7,,●,中村修,高田明浩,○,,
2024-12-03,83,順位戦,C級1組,,7,,●,阪口悟,井上慶太,○,,
2024-12-03,83,順位戦,C級1組,,7,,○,阿部隆,飯塚祐紀,●,,
2024-12-03,83,順位戦,C級1組,,7,,○,古森悠太,村田顕弘,●,,
2024-12-03,83,順位戦,C級1組,,7,,●,畠山鎮,三枚堂達也,○,,
2024-12-03,83,順位戦,C級1組,,7,,●,北島忠雄,冨田誠也,○,,
2024-12-03,83,順位戦,C級1組,,7,,○,船江恒平,都成竜馬,●,,
2024-12-03,83,順位戦,C級1組,,7,,○,金井恒太,宮本広志,●,,
2024-12-03,83,順位戦,C級1組,,7,,○,畠山成幸,先崎学,●,,
2024-12-03,83,順位戦,C級1組,,7,,●,黒田尭之,佐藤和俊,○,,
2024-12-03,83,順位戦,C級1組,,7,,○,藤本渚,門倉啓太,●,,
2024-12-03,,棋聖戦,二次予選,,,,○,高崎一生,渡辺正和,●,,
2024-12-03,,達人戦,本戦,,,,●,羽生善治,行方尚史,○,,
2024-12-03,,達人戦,本戦,,,,○,丸山忠久,増田裕司,●,,
2024-12-03,,達人戦,本戦,,,,●,木村一基,佐藤康光,○,,
2024-12-03,,達人戦,本戦,,,,○,森内俊之,谷川浩司,●,,
2024-12-04,83,順位戦,B級2組,,7,,●,屋敷伸之,及川拓馬,○,,
2024-12-04,83,順位戦,B級2組,,7,,●,郷田真隆,藤井猛,○,,
2024-12-04,83,順位戦,B級2組,,7,,○,鈴木大介,松尾歩,●,,
2024-12-04,83,順位戦,B級2組,,7,,●,渡辺和史,佐々木慎,○,,
2024-12-04,83,順位戦,B級2組,,7,,●,服部慎一郎,深浦康市,○,,
2024-12-04,83,順位戦,B級2組,,7,,●,久保利明,青嶋未来,○,,
2024-12-04,83,順位戦,B級2組,,7,,○,杉本昌隆,中川大輔,●,,
2024-12-04,83,順位戦,B級2組,,7,,○,伊藤匠,村山慈明,●,,
2024-12-04,,達人戦,準決勝,,,,○,行方尚史,佐藤康光,●,,
2024-12-04,,達人戦,準決勝,,,,○,丸山忠久,森内俊之,●,,
2024-12-04,,達人戦,決勝,,,,○,丸山忠久,行方尚史,●,,
2024-12-05,83,順位戦,C級2組,,7,,●,森下卓,長谷部浩平,○,,
2024-12-05,83,順位戦,C級2組,,7,,●,日浦市郎,杉本和陽,○,,
2024-12-05,83,順位戦,C級2組,,7,,○,渡辺大夢,佐藤秀司,●,,
2024-12-05,83,順位戦,C級2組,,7,,○,星野良生,佐藤紳哉,●,,
2024-12-05,83,順位戦,C級2組,,7,,●,小山直希,阿部光瑠,○,,
2024-12-05,83,順位戦,C級2組,,7,,○,梶浦宏孝,八代弥,●,,
2024-12-05,83,順位戦,C級2組,,7,,●,本田奎,佐々木大地,○,,
2024-12-05,83,順位戦,C級2組,,7,,●,高野秀行,横山友紀,○,,
2024-12-05,83,順位戦,C級2組,,7,,○,齊藤裕也,田中悠一,●,,
2024-12-05,83,順位戦,C級2組,,7,,●,岡部怜央,今泉健司,○,,
2024-12-05,83,順位戦,C級2組,,7,,●,平藤眞吾,池永天志,○,,
2024-12-05,83,順位戦,C級2組,,7,,○,上野裕寿,石田直裕,●,,
2024-12-05,83,順位戦,C級2組,,7,,○,田村康介,安用寺孝功,●,,
2024-12-05,83,順位戦,C級2組,,7,,●,高橋佑二郎,石川優太,○,,
2024-12-05,83,順位戦,C級2組,,7,,○,長岡裕也,瀬川晶司,●,,
2024-12-05,83,順位戦,C級2組,,7,,●,牧野光則,井田明宏,○,,
2024-12-06,38,竜王戦,1組,,,,○,広瀬章人,渡辺明,●,,
2024-12-06,83,順位戦,A級,,6,,○,増田康宏,佐々木勇気,●,,
2024-12-06,83,順位戦,B級2組,,7,,○,古賀悠聖,谷川浩司,●,,
2024-12-06,83,順位戦,B級2組,,7,,●,北浜健介,横山泰明,○,,
2024-12-06,,棋王戦,挑決トーナメント,,,,○,斎藤明日斗,澤田真吾,●,千日手,
2024-12-09,38,竜王戦,6組,,,,●,加藤桃子,森本才跳,○,,
2024-12-09,,王位戦,予選,,,,●,佐藤康光,佐々木勇気,○,,
2024-12-09,,棋王戦,挑決トーナメント,,,,●,近藤誠也,斎藤明日斗,○,,
2024-12-09,,朝日杯,二次予選,,,,○,高見泰地,伊藤匠,●,,
2024-12-09,,朝日杯,二次予選,,,,○,本田奎,千田翔太,●,,
2024-12-09,,朝日杯,二次予選,,,,○,高見泰地,本田奎,●,,
2024-12-10,83,順位戦,A級,,6,,○,中村太地,永瀬拓矢,●,,
2024-12-10,83,順位戦,B級2組,,7,,○,丸山忠久,戸辺誠,●,,
2024-12-10,,王位戦,予選,,,,●,長谷部浩平,広瀬章人,○,,
2024-12-10,,王位戦,予選,,,,○,稲葉陽,西田拓也,●,,
2024-12-10,,王座戦,一次予選,,,,○,出口若武,長岡裕也,●,,
2024-12-11,38,竜王戦,6組,,,,○,安用寺孝功,脇謙二,●,,
2024-12-11,,王座戦,一次予選,,,,○,三枚堂達也,石田直裕,●,,
2024-12-11,,王座戦,一次予選,,,,○,横山友紀,阿部隆,●,,
2024-12-11,,棋聖戦,二次予選,,,,○,石川優太,菅井竜也,●,,
2024-12-11,37,竜王戦,七番勝負,,,6,●,佐々木勇気,藤井聡太,○,,
2024-12-12,38,竜王戦,5組,,,,■,井上慶太,山下数毅,□,,
2024-12-12,83,順位戦,B級1組,,10,,○,三浦弘行,広瀬章人,●,,
2024-12-12,83,順位戦,B級1組,,10,,●,高見泰地,石井健太郎,○,,
2024-12-12,83,順位戦,B級1組,,10,,●,大橋貴洸,近藤誠也,○,千日手,
2024-12-12,83,順位戦,B級1組,,10,,○,山崎隆之,大石直嗣,●,,
2024-12-12,83,順位戦,B級1組,,10,,○,斎藤慎太郎,澤田真吾,●,,
2024-12-12,83,順位戦,B級1組,,10,,●,佐藤康光,糸谷哲郎,○,,
2024-12-12,83,順位戦,B級2組,,7,,○,木村一基,高崎一生,●,,
2024-12-12,83,順位戦,C級2組,,7,,○,伊藤真吾,高橋道雄,●,,
2024-12-12,83,順位戦,C級2組,,7,,●,村中秀史,遠山雄亮,○,,
2024-12-12,83,順位戦,C級2組,,7,,●,藤森哲也,中村亮介,○,,
2024-12-12,83,順位戦,C級2組,,7,,●,折田翔吾,佐藤慎一,○,,
2024-12-12,83,順位戦,C級2組,,7,,○,黒沢怜生,谷合廣紀,●,,
2024-12-12,83,順位戦,C級2組,,7,,○,山本博志,上村亘,●,,
2024-12-12,83,順位戦,C級2組,,7,,○,森本才跳,島朗,●,千日手,
2024-12-12,83,順位戦,C級2組,,7,,○,西川和宏,山川泰熙,●,,
2024-12-12,83,順位戦,C級2組,,7,,○,徳田拳士,高野智史,●,,
2024-12-12,83,順位戦,C級2組,,7,,○,宮嶋健太,小林裕士,●,,
2024-12-12,83,順位戦,C級2組,,7,,●,井出隼平,狩山幹生,○,,
2024-12-12,10,叡王戦,予選,,,,○,増田康宏,中田功,●,,
2024-12-12,,王座戦,一次予選,,,,○,高野秀行,片上大輔,●,,
2024-12-12,,王座戦,一次予選,,,,□,都成竜馬,福間香奈,■,,
2024-12-12,,棋聖戦,二次予選,,,,●,南芳一,古賀悠聖,○,,
2024-12-13,38,竜王戦,6組,,,,○,吉池隆真,西山朋佳,●,,
2024-12-13,38,竜王戦,6組,,,,●,大島綾華,齊藤裕也,○,,
2024-12-13,83,順位戦,A級,,6,,○,千田翔太,渡辺明,●,,
2024-12-13,83,順位戦,B級2組,,7,,●,行方尚史,阿久津主税,○,,
2024-12-13,,王位戦,予選,,,,●,深浦康市,杉本和陽,○,,
2024-12-13,,王座戦,一次予選,,,,○,阿部健治郎,門倉啓太,●,,
2024-12-13,,王座戦,一次予選,,,,○,西田拓也,都成竜馬,●,,
2024-12-13,,王座戦,一次予選,,,,●,船江恒平,上野裕寿,○,,
2024-12-13,,棋聖戦,二次予選,,,,●,村山慈明,澤田真吾,○,,
2024-12-14,,王位戦,予選,,,,○,大橋貴洸,久保利明,●,,
2024-12-16,10,叡王戦,予選,,,,●,佐々木勇気,斎藤慎太郎,○,,
2024-12-16,,王位戦,予選,,,,○,古賀悠聖,菅井竜也,●,,
2024-12-16,74,NHK杯,本戦,,3,8,○,郷田真隆,八代弥,●,,2025-01-26
2024-12-17,38,竜王戦,4組,,,,●,石川優太,村田顕弘,○,,
2024-12-17,38,竜王戦,6組,,,,●,福崎文吾,柵木幹太,○,,
2024-12-17,10,叡王戦,予選,,,,○,羽生善治,行方尚史,●,,
2024-12-17,10,叡王戦,予選,,,,●,佐藤天彦,豊島将之,○,,
2024-12-17,10,叡王戦,予選,,,,○,豊島将之,羽生善治,●,,
2024-12-17,10,叡王戦,予選,,,,○,阿久津主税,松尾歩,●,,
2024-12-17,10,叡王戦,予選,,,,○,阿久津主税,稲葉陽,●,,
2024-12-17,,棋王戦,挑決,,,,○,増田康宏,斎藤明日斗,●,,
2024-12-17,,棋聖戦,二次予選,,,,●,大石直嗣,服部慎一郎,○,,
2024-12-18,38,竜王戦,4組,,,,●,杉本昌隆,村山慈明,○,,
2024-12-18,38,竜王戦,5組,,,,●,畠山鎮,村田智弘,○,,
2024-12-18,38,竜王戦,6組,,,,●,今泉健司,上野裕寿,○,,
2024-12-18,38,竜王戦,6組,,,,●,中田功,長岡裕也,○,,
2024-12-18,10,叡王戦,予選,,,,○,戸辺誠,都成竜馬,●,,
2024-12-18,10,叡王戦,予選,,,,●,三枚堂達也,佐々木大地,○,,
2024-12-18,10,叡王戦,予選,,,,●,佐々木大地,戸辺誠,○,,
2024-12-18,,王位戦,予選,,,,○,永瀬拓矢,広瀬章人,●,千日手,
2024-12-18,,王座戦,一次予選,,,,○,狩山幹生,高野智史,●,,
2024-12-18,,王座戦,一次予選,,,,●,徳田拳士,池永天志,○,,
2024-12-18,,棋聖戦,二次予選,,,,○,深浦康市,丸山忠久,●,,
2024-12-18,,棋聖戦,二次予選,,,,○,杉本和陽,佐々木慎,●,千日手,
2024-12-18,,棋聖戦,二次予選,,,,●,糸谷哲郎,井田明宏,○,,
2024-12-19,38,竜王戦,4組,,,,○,阿部光瑠,高橋道雄,●,,
2024-12-19,38,竜王戦,5組,,,,●,中村太地,渡辺正和,○,,
2024-12-19,38,竜王戦,5組,,,,○,北浜健介,小林裕士,●,,
2024-12-19,38,竜王戦,5組,,,,●,竹内雄悟,出口若武,○,,
2024-12-19,38,竜王戦,5組,,,,●,矢倉規広,藤本渚,○,,
2024-12-19,38,竜王戦,6組,,,,○,島朗,小倉久史,●,,
2024-12-19,38,竜王戦,6組,,,,●,富岡英作,岡部怜央,○,,
2024-12-19,,王座戦,一次予選,,,,○,村中秀史,遠山雄亮,●,,
2024-12-19,,棋聖戦,二次予選,,,,○,木村一基,谷合廣紀,●,,
2024-12-19,,棋聖戦,二次予選,,,,○,青嶋未来,石井健太郎,●,,
2024-12-19,,棋聖戦,二次予選,,,,●,谷川浩司,西田拓也,○,,
2024-12-20,38,竜王戦,1組,,,,●,斎藤慎太郎,松尾歩,○,,
2024-12-20,38,竜王戦,1組,,,,○,菅井竜也,久保利明,●,,
2024-12-20,38,竜王戦,4組,,,,○,佐藤紳哉,伊藤真吾,●,,
2024-12-20,38,竜王戦,6組,,,,○,小山怜央,瀬川晶司,●,,
2024-12-20,38,竜王戦,6組,,,,●,畠山成幸,神崎健二,○,,
2024-12-20,38,竜王戦,6組,,,,●,牧野光則,長沼洋,○,,
2024-12-20,10,叡王戦,予選,,,,○,森内俊之,阿部隆,●,,
2024-12-20,10,叡王戦,予選,,,,○,鈴木大介,三浦弘行,●,,
2024-12-20,10,叡王戦,予選,,,,●,森内俊之,鈴木大介,○,,
2024-12-20,10,叡王戦,予選,,,,●,高見泰地,大橋貴洸,○,,
2024-12-20,10,叡王戦,予選,,,,●,八代弥,近藤誠也,○,,
2024-12-20,10,叡王戦,予選,,,,○,大橋貴洸,近藤誠也,●,,
2024-12-20,,王座戦,一次予選,,,,●,黒沢怜生,井出隼平,○,,
2024-12-20,,王座戦,一次予選,,,,○,斎藤明日斗,西山朋佳,●,,
2024-12-20,,棋聖戦,二次予選,,,,●,稲葉陽,宮嶋健太,○,,
2024-12-21,38,竜王戦,6組,,,,○,獺ヶ口笑保人,荒田敏史,●,,
2024-12-21,38,竜王戦,6組,,,,○,関矢寛之,齊藤優希三段,●,,
2024-12-21,,新人戦,,,,,○,小林智晴,増田晃之郎,●,,
2024-12-23,38,竜王戦,1組,,,,●,森内俊之,郷田真隆,○,,
2024-12-23,38,竜王戦,5組,,,,○,星野良生,千葉幸生,●,,
2024-12-23,38,竜王戦,6組,,,,○,宮嶋健太,伊藤沙恵,●,,
2024-12-23,38,竜王戦,6組,,,,○,吉池隆真,大平武洋,●,,
2024-12-23,38,竜王戦,6組,,,,●,浦野真彦,古森悠太,○,,
2024-12-23,,王位戦,予選,,,,●,高見泰地,佐々木勇気,○,,
2024-12-23,,王位戦,予選,,,,●,行方尚史,八代弥,○,,
2024-12-23,,王位戦,予選,,,,○,都成竜馬,藤本渚,●,,
2024-12-23,,王位戦,予選,,,,●,稲葉陽,大橋貴洸,○,,
2024-12-23,,王座戦,二次予選,,,,●,藤井猛,及川拓馬,○,,
2024-12-23,,王座戦,一次予選,,,,●,森下卓,杉本和陽,○,,
2024-12-24,38,竜王戦,4組,,,,○,井田明宏,船江恒平,●,,
2024-12-24,38,竜王戦,6組,,,,●,藤原直哉,徳田拳士,○,,
2024-12-25,38,竜王戦,2組,,,,○,池永天志,豊島将之,●,,
2024-12-25,38,竜王戦,6組,,,,●,森本才跳,横山友紀,○,,
2024-12-25,38,竜王戦,6組,,,,○,島本亮,増田裕司,●,,
2024-12-25,,王座戦,二次予選,,,,●,谷川浩司,服部慎一郎,○,,
2024-12-26,38,竜王戦,2組,,,,○,稲葉陽,澤田真吾,●,,
2024-12-26,38,竜王戦,6組,,,,○,冨田誠也,齊藤裕也,●,,
2024-12-26,38,竜王戦,6組,,,,●,南芳一,西田拓也,○,,
2024-12-26,83,順位戦,A級,,6,,●,佐藤天彦,菅井竜也,○,,
2024-12-26,,王座戦,二次予選,,,,●,杉本昌隆,大石直嗣,○,,
2024-12-26,,王座戦,二次予選,,,,○,古賀悠聖,村山慈明,●,,
2024-12-27,10,叡王戦,予選,,,,●,竹内雄悟,井出隼平,○,,
2024-12-27,10,叡王戦,予選,,,,●,藤本渚,黒田尭之,○,,
2024-12-27,10,叡王戦,予選,,,,○,黒田尭之,井出隼平,●,,
2024-12-27,10,叡王戦,予選,,,,●,徳田拳士,岡部怜央,○,,
2024-12-27,10,叡王戦,予選,,,,○,狩山幹生,宮嶋健太,●,,
2024-12-27,10,叡王戦,予選,,,,●,岡部怜央,狩山幹生,○,,
2024-12-27,74,NHK杯,本戦,,4,1,○,増田康宏,梶浦宏孝,●,,2025-02-02
2024-12-27,74,NHK杯,本戦,,4,2,●,佐藤康光,藤井聡太,○,,2025-02-09
2025-01-07,38,竜王戦,4組,,,,●,北島忠雄,飯島栄治,○,,
2025-01-07,38,竜王戦,4組,,,,○,石田直裕,戸辺誠,●,,
2025-01-07,38,竜王戦,4組,,,,■,渡辺大夢,杉本和陽,□,,
2025-01-07,38,竜王戦,4組,,,,●,大橋貴洸,狩山幹生,○,,
2025-01-07,83,順位戦,A級,,7,,●,中村太地,佐藤天彦,○,,
2025-01-07,,王座戦,二次予選,,,,●,渡辺和史,高崎一生,○,,
2025-01-07,,王座戦,一次予選,,,,●,佐藤慎一,金井恒太,○,,
2025-01-07,,王座戦,一次予選,,,,●,野月浩貴,斎藤明日斗,○,,
2025-01-07,,棋王戦,予選,,,,○,山本真也,竹内雄悟,●,,
2025-01-07,,棋王戦,予選,,,,●,神崎健二,南芳一,○,,
2025-01-08,38,竜王戦,5組,,,,●,阿部隆,高田明浩,○,千日手,
2025-01-08,38,竜王戦,6組,,,,●,上村亘,勝又清和,○,,
2025-01-08,38,竜王戦,6組,,,,○,谷合廣紀,堀口一史座,●,,
2025-01-08,38,竜王戦,6組,,,,○,神谷広志,松本佳介,●,,
2025-01-08,38,竜王戦,6組,,,,○,黒田尭之,有森浩三,●,,
2025-01-08,10,叡王戦,本戦,,,,○,藤井聡太,増田康宏,●,,
2025-01-08,,王座戦,二次予選,,,,○,丸山忠久,青嶋未来,●,,
2025-01-08,,王座戦,一次予選,,,,○,石川優太,西田拓也,●,,
2025-01-08,,棋王戦,予選,,,,○,渡辺正和,近藤正和,●,,
